Exercise_Name;Description_URL;Exercise_Image;Exercise_Image1;muscle_gp_details;muscle_gp;equipment_details;Equipment;Rating;Description;Difficulty;Category;Exercise_Type;Goal_Tag
Dumbbell suitcase crunch;https://www.bodybuilding.com/exercises/weighted-suitcase-crunch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/medicine-ball;Medicine Ball;9;The Dumbbell suitcase crunch targets your abdominals and is categorized under endurance training. It typically uses medicine ball equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Plate Twist;https://www.bodybuilding.com/exercises/plate-twist;https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_2.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/other;Other;9;The Plate Twist targets your abdominals and is categorized under stamina training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Single-leg cable hip extension;https://www.bodybuilding.com/exercises/one-legged-cable-kickback;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/glutes;Glutes;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9;The Single-leg cable hip extension targets your glutes and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Weighted Jump Squat;https://www.bodybuilding.com/exercises/weighted-jump-squat-;https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_2.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9;The Weighted Jump Squat targets your quadriceps and is categorized under endurance training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Advanced;Endurance;Cardio;General Fitness
Squat with Chains;https://www.bodybuilding.com/exercises/squat-with-chains;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;9;The Squat with Chains targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Gorilla Chin/Crunch;https://www.bodybuilding.com/exercises/gorilla-chincrunch;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;9;The Gorilla Chin/Crunch targets your abdominals and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Kneeling cable triceps extension;https://www.bodybuilding.com/exercises/kneeling-cable-triceps-extension;;;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/cable;Cable;9;The Kneeling cable triceps extension targets your triceps and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Kneeling Cable Crunch With Alternating Oblique Twists;https://www.bodybuilding.com/exercises/kneeling-cable-crunch-with-alternating-oblique-twists;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/finder;Cables;8,9;The Kneeling Cable Crunch With Alternating Oblique Twists targets your abdominals and is categorized under endurance training. It typically uses cables equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Bicycling;https://www.bodybuilding.com/exercises/bicycling;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/other;Other;8,9;The Bicycling targets your quadriceps and is categorized under strength training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Arnold press;https://www.bodybuilding.com/exercises/arnold-dumbbell-press;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,9;The Arnold press targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Weighted Crunches;https://www.bodybuilding.com/exercises/weighted-crunches;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/other;Other;8,9;The Weighted Crunches targets your abdominals and is categorized under endurance training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Advanced;Endurance;Cardio;Stamina
Single-arm cable triceps extension;https://www.bodybuilding.com/exercises/cable-one-arm-tricep-extension;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,9;The Single-arm cable triceps extension targets your triceps and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Barbell roll-out;https://www.bodybuilding.com/exercises/barbell-ab-rollout;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,9;The Barbell roll-out targets your abdominals and is categorized under stamina training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Kneeling cable crunch;https://www.bodybuilding.com/exercises/cable-crunch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,9;The Kneeling cable crunch targets your abdominals and is categorized under endurance training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Exercise Ball Pull-In;https://www.bodybuilding.com/exercises/exercise-ball-pull-in;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/exercise-ball;Exercise Ball;8,9;The Exercise Ball Pull-In targets your abdominals and is categorized under stamina training. It typically uses exercise ball equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Hanging leg raise;https://www.bodybuilding.com/exercises/hanging-leg-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,9;The Hanging leg raise targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Isolation;Stamina
Barbell Ab Rollout - On Knees;https://www.bodybuilding.com/exercises/barbell-ab-rollout-on-knees;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,9;The Barbell Ab Rollout - On Knees targets your abdominals and is categorized under stamina training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Barbell Squat;https://www.bodybuilding.com/exercises/barbell-squat;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50b-barbell-back-squat-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50b-barbell-back-squat-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,9;The Barbell Squat targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Decline barbell bench press;https://www.bodybuilding.com/exercises/decline-barbell-bench-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34n-decline-barbell-bench-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34n-decline-barbell-bench-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,9;The Decline barbell bench press targets your chest and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Dumbbell Bicep Curl;https://www.bodybuilding.com/exercises/dumbbell-bicep-curl;;;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,9;The Dumbbell Bicep Curl targets your biceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Dumbbell Goblet Squat;https://www.bodybuilding.com/exercises/dumbbell-goblet-squat;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,9;The Dumbbell Goblet Squat targets your quadriceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Dumbbell squat;https://www.bodybuilding.com/exercises/dumbbell-squat;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,9;The Dumbbell squat targets your quadriceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Barbell front squat;https://www.bodybuilding.com/exercises/front-barbell-squat;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51b-barbell-front-squat-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51b-barbell-front-squat-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,9;The Barbell front squat targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Close-grip pull-down;https://www.bodybuilding.com/exercises/v-bar-pulldown;;;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,9;The Close-grip pull-down targets your lats and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Triceps Pushdown - Rope Attachment;https://www.bodybuilding.com/exercises/triceps-pushdown-rope-attachment;;;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/finder;Cables;8,9;The Triceps Pushdown - Rope Attachment targets your triceps and is categorized under strength training. It typically uses cables equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
